220X67,220X71,220X75,220X79,220X83,220X87,220X91,220X95,220X151,310X56,310X60,310X64,310X68,310X72,310X76,310X80,310X84
2017062219384554,2017062219363281.0,2017062219383221,2017062219371700,2017062219383509,2017062219362859,2017062219382984,2017062219371350,,2017062703361435,2017062703333040,2017062703360139,2017062703350232,2017062703360409,2017062703332618,2017062703355900,2017062703345881
2017062220075417,2017062220055685.0,2017062220074084,2017062220063035,2017062220074376,2017062220055264,2017062220073860,2017062220062684,,2017062704131109,2017062704113940,2017062704125778,2017062704115693,2017062704130084,2017062704113518,2017062704125546,2017062704115340
2017062220063079,2017062220045451.0,2017062220061739,2017062220052768,2017062220062032,2017062220045031,2017062220061514,2017062220052418,,2017062704115710,2017062704100889,2017062704114412,2017062704102867,2017062704114685,2017062704100467,2017062704114184,2017062704102518
2017062220052803,2017062220035207.0,2017062220051478,2017062220042532,2017062220051770,2017062220034787,2017062220051253,2017062220042182,,2017062704102890,2017062704084775,2017062704101590,2017062704091668,2017062704101864,2017062704084354,2017062704101351,2017062704091318
2017062220010953,2017062219593253.0,2017062220005615,2017062220000618,2017062220005907,2017062219592831,2017062220005392,2017062220000267,,2017062704025364,2017062704005856,2017062704024064,2017062704012953,2017062704024335,2017062704005435,2017062704023834,2017062704012603
2017062219525287,2017062219511507.0,2017062219523948,2017062219514951,2017062219524245,2017062219511082,2017062219523725,2017062219514601,,2017062703550093,2017062703532232,2017062703544793,2017062703534662,2017062703545064,2017062703531812,2017062703544567,2017062703534309
2017062219514993,2017062219501212.0,2017062219513648,2017062219504668,2017062219513953,2017062219500789,2017062219513425,2017062219504320,,2017062703534679,2017062703520976,2017062703533382,2017062703522729,2017062703533656,2017062703520554,2017062703533143,2017062703522379
2017062020082175,2017062020063000.0,2017062020080846,2017062020071878,2017062020081137,2017062020062579,2017062020080623,2017062020071526,,2017062603253315,2017062603225282,2017062603252018,2017062603233006,2017062603252293,2017062603224860,2017062603251792,2017062603232654
2017062021481298,2017062021440975.0,2017062021475965,2017062021444100,2017062021480239,2017062021440554,2017062021475609,2017062021443748,,2017062512005065,2017062511590220,2017062512003753,2017062511593682,2017062512004042,2017062511585795,2017062512003490,2017062511593331
2017062021444134,2017062021431028.0,2017062021442809,2017062021433820,2017062021443103,2017062021430598,2017062021442584,2017062021433468,,2017062511593704,2017062511575126,2017062511592403,2017062511581728,2017062511592679,2017062511574703,2017062511592175,2017062511581379
2017062021433840,2017062021420801.0,2017062021432529,2017062021423578,2017062021432814,2017062021420379,2017062021432304,2017062021423228,,2017062511581748,2017062511563948,2017062511580437,2017062511570592,2017062511580723,2017062511563528,2017062511580206,2017062511570240
2017062213013634,2017062212592328.0,2017062213012285,2017062213003278,2017062213012596,2017062212591906,2017062213012062,2017062213002928,,2017062414321610,2017062414295907,2017062414320306,2017062414310440,2017062414320579,2017062414295489,2017062414320071,2017062414310090
2017062213332914,2017062213255657.0,2017062213331585,2017062213263396,2017062213331859,2017062213255235,2017062213331234,2017062213263045,,2017062415033754,2017062415015164,2017062415032457,2017062415021623,2017062415032731,2017062415014743,2017062415032220,2017062415021275
2017062213232546,2017062213212840.0,2017062213231207,2017062213222209,2017062213231510,2017062213212420,2017062213230981,2017062213221859,,2017062414584145,2017062414564331,2017062414582850,2017062414572990,2017062414583120,2017062414563909,2017062414582621,2017062414572642
2017062213175151,2017062213160643.0,2017062213173820,2017062213164856,2017062213174107,2017062213160221,2017062213173596,2017062213164504,,2017062414514979,2017062414501196,2017062414513681,2017062414502864,2017062414513954,2017062414500776,2017062414513453,2017062414502512
2017062213133260,2017062213115506.0,2017062213131925,2017062213122910,2017062213132214,2017062213115084,2017062213131690,2017062213122560,,2017062414462426,2017062414444939,2017062414461117,2017062414451281,2017062414461390,2017062414444517,2017062414460878,2017062414450931
2017062213080128,2017062213062321.0,2017062213074782,2017062213065756,2017062213075087,2017062213061900,2017062213074559,2017062213065406,,2017062414394615,2017062414375681,2017062414393315,2017062414383409,2017062414393585,2017062414375250,2017062414393085,2017062414383057
2017062002533629,2017062002493276.0,2017062002532301,2017062002500418,2017062002532573,2017062002492856,2017062002531945,2017062002500067,,2017062402075907,2017062402042187,2017062402074596,2017062402044282,2017062402074882,2017062402041764,2017062402074242,2017062402043932
2017062623165350,2017062623150593.0,2017062623164015,2017062623154893,2017062623164307,2017062623150176,2017062623163790,2017062623154542,,2017063006042190,2017063006001981,2017063006040846,2017063006004073,2017063006041137,2017063006001560,2017063006040601,2017063006003723
2017062623584328,2017062623544575.0,2017062623582989,2017062623551300,2017062623583262,2017062623544145,2017062623582632,2017062623550948,,2017063006443251,2017063006422365,2017063006441910,2017063006430234,2017063006442204,2017063006421943,2017063006441671,2017063006425881
2017062020195109,2017062020173800.0,2017062020193775,2017062020184857,2017062020194070,2017062020173378,2017062020193548,2017062020184506,,2017062317491789,2017062317450537,2017062317490445,2017062317480579,2017062317490731,2017062317450117,2017062317490218,2017062317480226
2017062020184910,2017062020160793.0,2017062020183567,2017062020163004,2017062020183856,2017062020160373,2017062020183343,2017062020162651,,2017062317480623,2017062317440514,2017062317475285,2017062317442582,2017062317475579,2017062317440092,2017062317475048,2017062317442229
2017062020463818,2017062020444773.0,2017062020462454,2017062020451581,2017062020462773,2017062020444343,2017062020462214,2017062020451226,,2017062318294939,2017062318243692,2017062318293596,2017062318245445,2017062318293882,2017062318243273,2017062318293065,2017062318245093
2017062020451606,2017062020434537.0,2017062020450287,2017062020441329,2017062020450576,2017062020434109,2017062020450051,2017062020440978,,2017062318245496,2017062318230785,2017062318244154,2017062318232462,2017062318244445,2017062318230368,2017062318243929,2017062318232110
2017062020441364,2017062020424293.0,2017062020440040,2017062020431092,2017062020440323,2017062020423873,2017062020435814,2017062020430739,,2017062318232514,2017062318212296,2017062318231171,2017062318220600,2017062318231462,2017062318211871,2017062318230945,2017062318220245
2017062020205343,2017062020192354.0,2017062020204035,2017062020195079,2017062020204321,2017062020191926,2017062020203798,2017062020194725,,2017062317502950,2017062317484093,2017062317501623,2017062317491739,2017062317501909,2017062317483648,2017062317501396,2017062317491384
2017062414034520,2017062414011228.0,2017062414033179,2017062414020635,2017062414033487,2017062414010806,2017062414032956,2017062414020285,,2017062612101734,2017062612082664,2017062612100434,2017062612090543,2017062612100710,2017062612082242,2017062612100204,2017062612090193
2017062414305982,2017062414291190.0,2017062414304628,2017062414294635,2017062414304945,2017062414290767,2017062414304403,2017062414294285,,2017062612444154,2017062612425703,2017062612442828,2017062612432785,2017062612443129,2017062612425281,2017062612442598,2017062612432435
2017062414175078,2017062414161339.0,2017062414173735,2017062414164739,2017062414174032,2017062414160917,2017062414173510,2017062414164389,,2017062612282459,2017062612264634,2017062612281164,2017062612270595,2017062612281439,2017062612264212,2017062612280935,2017062612270245
2017062005181787,2017062005162123.0,2017062005180456,2017062005165217,2017062005180737,2017062005161704,2017062005180223,2017062005164865,,2017062600330315,2017062600303879,2017062600325017,2017062600305632,2017062600325293,2017062600303459,2017062600324660,2017062600305282
2017062005165248,2017062005152195.0,2017062005163926,2017062005154990,2017062005164217,2017062005151765,2017062005163703,2017062005154639,,2017062600305650,2017062600290945,2017062600304351,2017062600292695,2017062600304629,2017062600290520,2017062600304123,2017062600292346
2017062005155025,2017062005141904.0,2017062005153700,2017062005144742,2017062005153984,2017062005141479,2017062005153475,2017062005144390,,2017062600292720,2017062600271032,2017062600291418,2017062600272784,2017062600291693,2017062600270610,2017062600291190,2017062600272434
2017062214200681,2017062214175832.0,2017062214195839,2017062214183581,2017062214200109,2017062214175410,2017062214195612,2017062214183231,,2017062409240120,2017062409220387,2017062409234787,2017062409223056,2017062409235095,2017062409215965,2017062409234556,2017062409222704
2017062214074279,2017062214055582.0,2017062214072950,2017062214063956,2017062214073239,2017062214055162,2017062214072723,2017062214063582,,2017062409075350,2017062409060410,2017062409074042,2017062409064140,2017062409074326,2017062409055992,2017062409073804,2017062409063789
2017062019015762,2017062019002498.0,2017062019014437,2017062019005289,2017062019014723,2017062019002067,2017062019014195,2017062019004937,,2017062505560595,2017062505535606,2017062505555295,2017062505541351,2017062505555570,2017062505535184,2017062505554940,2017062505541001
2017062019005321,2017062018591390.0,2017062019003998,2017062018595045,2017062019004284,2017062018590968,2017062019003773,2017062018594693,,2017062505541375,2017062505522759,2017062505540071,2017062505524506,2017062505540346,2017062505522337,2017062505535843,2017062505524156
2017062018595078,2017062018581126.0,2017062018593754,2017062018583953,2017062018594042,2017062018580706,2017062018593529,2017062018583598,,2017062505524525,2017062505501353,2017062505523228,2017062505503020,2017062505523498,2017062505500932,2017062505523000,2017062505502670
2017062612314200,2017062612294250.0,2017062612313339,2017062612300998,2017062612313610,2017062612293831,2017062612313114,2017062612300648,,2017063014164659,2017063014144345,2017063014163317,2017063014152864,2017063014163609,2017063014143925,2017063014163082,2017063014152509
2017062612301034,2017062612285084.0,2017062612295709,2017062612290760,2017062612300003,2017062612284664,2017062612295484,2017062612290407,,2017063014152912,2017063014135115,2017063014151571,2017063014140867,2017063014151860,2017063014134693,2017063014151345,2017063014140517
2017062612290810,2017062612270995.0,2017062612285468,2017062612273734,2017062612285748,2017062612270575,2017062612285243,2017062612273382,,2017063014140914,2017063014120534,2017063014135576,2017063014124226,2017063014135851,2017063014120101,2017063014135351,2017063014123875
2017062305334768,2017062305290046.0,2017062305333423,2017062305324409,2017062305333717,2017062305285625,2017062305333198,2017062305324057,,2017062600533579,2017062600512337,2017062600532278,2017062600514087,2017062600532556,2017062600511917,2017062600532051,2017062600513737
2017062305324453,2017062305274779.0,2017062305323104,2017062305283142,2017062305323410,2017062305274357,2017062305322879,2017062305282792,,2017062600514107,2017062600491642,2017062600512809,2017062600494865,2017062600513085,2017062600491223,2017062600512581,2017062600494514
2017062306005278,2017062305585595.0,2017062306004428,2017062305593207,2017062306004696,2017062305585173,2017062306004203,2017062305592857,,2017062601281964,2017062601264795,2017062601280656,2017062601270539,2017062601280943,2017062601264373,2017062601280429,2017062601270189
2017062305593248,2017062305575521.0,2017062305591910,2017062305582934,2017062305592209,2017062305575098,2017062305591687,2017062305582584,,2017062601270559,2017062601251195,2017062601265260,2017062601253557,2017062601265532,2017062601250773,2017062601265032,2017062601253207
2017062305582978,2017062305565234.0,2017062305581645,2017062305572696,2017062305581931,2017062305564810,2017062305581420,2017062305572346,,2017062601253575,2017062601234582,2017062601252279,2017062601241573,2017062601252551,2017062601234162,2017062601252051,2017062601241223
2017062305472282,2017062305453690.0,2017062305470942,2017062305461148,2017062305471232,2017062305453265,2017062305470707,2017062305460798,,2017062601102157,2017062601083121,2017062601100856,2017062601090190,2017062601101132,2017062601082701,2017062601100628,2017062601085840
2017062305461190,2017062305443493.0,2017062305455850,2017062305450854,2017062305460146,2017062305443073,2017062305455615,2017062305450504,,2017062601090209,2017062601073245,2017062601084914,2017062601074990,2017062601085189,2017062601072821,2017062601084684,2017062601074640
2017062415165235,2017062415145223.0,2017062415163904,2017062415152692,2017062415164195,2017062415144801,2017062415163679,2017062415152342,,2017062702542054,2017062702523314,2017062702540728,2017062702524987,2017062702541031,2017062702522893,2017062702540498,2017062702524635
2017062415152743,2017062415134951.0,2017062415151401,2017062415142412,2017062415151687,2017062415134526,2017062415151167,2017062415142060,,2017062702525010,2017062702512031,2017062702523706,2017062702513779,2017062702523979,2017062702511609,2017062702523476,2017062702513429
2017062415142453,2017062415124660.0,2017062415141106,2017062415132126,2017062415141410,2017062415124229,2017062415140881,2017062415131776,,2017062702513803,2017062702492207,2017062702512500,2017062702493876,2017062702512775,2017062702491787,2017062702512271,2017062702493526
2017062415121873,2017062415103348.0,2017062415120546,2017062415111545,2017062415120835,2017062415102926,2017062415120321,2017062415111196,,2017062702481917,2017062702464431,2017062702480614,2017062702470178,2017062702480890,2017062702464010,2017062702480385,2017062702465828
2017062415111587,2017062415093128.0,2017062415110246,2017062415100490,2017062415110543,2017062415092696,2017062415110021,2017062415100140,,2017062702470206,2017062702443939,2017062702464900,2017062702450214,2017062702465175,2017062702443520,2017062702464670,2017062702445864
2017062414553812,2017062414534095.0,2017062414552475,2017062414543445,2017062414552770,2017062414533664,2017062414552240,2017062414543093,,2017062702260251,2017062702242535,2017062702254953,2017062702244610,2017062702255226,2017062702242115,2017062702254723,2017062702244259
2017062416422992,2017062416404412.0,2017062416421646,2017062416411760,2017062416421951,2017062416403992,2017062416421420,2017062416411412,,2017062715381520,2017062715363635,2017062715380217,2017062715365304,2017062715380492,2017062715363214,2017062715375989,2017062715364954
2017062416244356,2017062416231637.0,2017062416243023,2017062416233332,2017062416243318,2017062416231206,2017062416242795,2017062416232978,,2017062714572590,2017062714553087,2017062714571290,2017062714561432,2017062714571560,2017062714552665,2017062714571062,2017062714561081
2017062109550789,2017062109531301.0,2017062109545450,2017062109534478,2017062109545735,2017062109530881,2017062109545198,2017062109534123,,2017062417541932,2017062417523053,2017062417540632,2017062417530557,2017062417540906,2017062417522631,2017062417540395,2017062417530209
2017062109534495,2017062109522154.0,2017062109533184,2017062109524215,2017062109533478,2017062109521734,2017062109532950,2017062109523864,,2017062417530584,2017062417512198,2017062417525278,2017062417514604,2017062417525550,2017062417511767,2017062417525042,2017062417514254
2017062109524248,2017062109511825.0,2017062109522925,2017062109513973,2017062109523209,2017062109511407,2017062109522700,2017062109513621,,2017062417514621,2017062417501242,2017062417513325,2017062417503440,2017062417513598,2017062417500820,2017062417513089,2017062417503092
2017062416130454,2017062416113546.0,2017062416125118,2017062416115878,2017062416125406,2017062416113125,2017062416124893,2017062416115529,,2017062602071239,2017062602054015,2017062602065940,2017062602060084,2017062602070209,2017062602053595,2017062602065714,2017062602055732
2017062416115915,2017062416102737.0,2017062416114582,2017062416105568,2017062416114875,2017062416102315,2017062416114357,2017062416105218,,2017062602060114,2017062602042981,2017062602054803,2017062602044893,2017062602055078,2017062602042550,2017062602054564,2017062602044543
2017062416093326,2017062416080665.0,2017062416091998,2017062416082854,2017062416092287,2017062416080240,2017062416091773,2017062416082504,,2017062602031800,2017062602014028,2017062602030495,2017062602015806,2017062602030767,2017062602013606,2017062602030254,2017062602015456
2017062416020381,2017062416002581.0,2017062416015025,2017062416010050,2017062416015329,2017062416002156,2017062416014798,2017062416005700,,2017062601541643,2017062601523756,2017062601540346,2017062601530467,2017062601540617,2017062601523334,2017062601540118,2017062601530117
2017062415573537,2017062415555840.0,2017062415572200,2017062415563187,2017062415572496,2017062415555420,2017062415571973,2017062415562837,,2017062601490584,2017062601464617,2017062601485284,2017062601470284,2017062601485560,2017062601464185,2017062601485057,2017062601465935
2017062415542651,2017062415524129.0,2017062415541326,2017062415531542,2017062415541610,2017062415523704,2017062415541100,2017062415531192,,2017062601442354,2017062601424456,2017062601441060,2017062601430221,2017062601441334,2017062601424035,2017062601440832,2017062601425870
2017062501532364,2017062501515545.0,2017062501531037,2017062501521221,2017062501531329,2017062501515123,2017062501530812,2017062501520870,,2017062800183107,2017062800161323,2017062800181796,2017062800162987,2017062800182073,2017062800160901,2017062800181570,2017062800162637
2017062501521264,2017062501490164.0,2017062501515929,2017062501493968,2017062501520218,2017062501485709,2017062501515704,2017062501493618,,2017062800163012,2017062800131582,2017062800161709,2017062800134848,2017062800161984,2017062800131162,2017062800161482,2017062800134498
2017062502252179,2017062502230396.0,2017062502250845,2017062502234739,2017062502251117,2017062502225971,2017062502250495,2017062502234389,,2017062800550612,2017062800531537,2017062800545318,2017062800535243,2017062800545592,2017062800531117,2017062800545084,2017062800534893
2017062502234773,2017062502221945.0,2017062502233435,2017062502223654,2017062502233740,2017062502221526,2017062502233212,2017062502223304,,2017062800535265,2017062800521615,2017062800533965,2017062800523360,2017062800534235,2017062800521195,2017062800533737,2017062800523010
2017062106504150,2017062106485007.0,2017062106502825,2017062106491892,2017062106503114,2017062106484587,2017062106502570,2017062106491540,,2017062602464029,2017062602450931,2017062602462717,2017062602452679,2017062602463000,2017062602450509,2017062602462487,2017062602452329
2017062106491923,2017062106474817.0,2017062106490601,2017062106481623,2017062106490887,2017062106474387,2017062106490364,2017062106481270,,2017062602452700,2017062602433895,2017062602451401,2017062602435682,2017062602451671,2017062602433473,2017062602451173,2017062602435332
2017062106481640,2017062106464556.0,2017062106480331,2017062106471365,2017062106480614,2017062106464139,2017062106480095,2017062106471014,,2017062602435700,2017062602421821,2017062602434403,2017062602423570,2017062602434676,2017062602421398,2017062602434175,2017062602423218
2017062106435806,2017062106422715.0,2017062106434481,2017062106425512,2017062106434765,2017062106422293,2017062106434256,2017062106425160,,2017062602382475,2017062602354870,2017062602381173,2017062602360632,2017062602381450,2017062602354440,2017062602380945,2017062602360282
2017062107252814,2017062107232143.0,2017062107251487,2017062107242539,2017062107251778,2017062107231725,2017062107251253,2017062107242185,,2017062613275393,2017062613251573,2017062613274096,2017062613264239,2017062613274373,2017062613251151,2017062613273868,2017062613263889
2017062107242571,2017062107221706.0,2017062107241248,2017062107224723,2017062107241534,2017062107221287,2017062107241014,2017062107224371,,2017062613264254,2017062613230103,2017062613262960,2017062613233373,2017062613263232,2017062613225681,2017062613262712,2017062613233025
2017062107515300,2017062107501501.0,2017062107514459,2017062107503179,2017062107514726,2017062107501079,2017062107514234,2017062107502828,,2017062614064231,2017062614022673,2017062614062929,2017062614024339,2017062614063203,2017062614022253,2017062614062395,2017062614023990
2017062107503215,2017062107491042.0,2017062107501887,2017062107492796,2017062107502181,2017062107490618,2017062107501662,2017062107492445,,2017062614024362,2017062614005856,2017062614023060,2017062614011612,2017062614023334,2017062614005435,2017062614022832,2017062614011260
2017062107383395,2017062107370351.0,2017062107382075,2017062107373129,2017062107382357,2017062107365931,2017062107381851,2017062107372778,,2017062613462390,2017062613442392,2017062613461090,2017062613445501,2017062613461365,2017062613441971,2017062613460862,2017062613445150
2017062107373159,2017062107360153.0,2017062107371839,2017062107362890,2017062107372125,2017062107355720,2017062107371615,2017062107362539,,2017062613445520,2017062613432514,2017062613444203,2017062613434279,2017062613444493,2017062613432093,2017062613443971,2017062613433929
2017062703480757,2017062703463687.0,2017062703475450,2017062703470112,2017062703475732,2017062703463270,2017062703475225,2017062703465760,,2017063008151804,2017063008112862,2017063008150473,2017063008114543,2017063008150756,2017063008112440,2017063008150250,2017063008114190
2017062111300710,2017062111282528.0,2017062111295340,2017062111285340,2017062111295659,2017062111282106,2017062111295114,2017062111284987,,2017062507125312,2017062507082512,2017062507124009,2017062507085592,2017062507124282,2017062507082092,2017062507123476,2017062507085242
2017062413313348,2017062413294610.0,2017062413312020,2017062413301951,2017062413312303,2017062413294189,2017062413311785,2017062413301601,,2017062622221659,2017062622204512,2017062622220357,2017062622210289,2017062622220631,2017062622204090,2017062622220128,2017062622205939
2017062307313550,2017062307264806.0,2017062307312210,2017062307303223,2017062307312509,2017062307264384,2017062307311987,2017062307302873,,2017062501403146,2017062501373889,2017062501401848,2017062501391992,2017062501402123,2017062501373467,2017062501401612,2017062501391640
2017062307571778,2017062307553946.0,2017062307570437,2017062307561435,2017062307570737,2017062307553525,2017062307570212,2017062307561085,,2017062502092745,2017062502074932,2017062502091445,2017062502081568,2017062502091718,2017062502074512,2017062502091220,2017062502081218
2017062307514673,2017062307500884.0,2017062307513335,2017062307504314,2017062307513623,2017062307500453,2017062307513109,2017062307503965,,2017062502031385,2017062502013506,2017062502030067,2017062502020178,2017062502030351,2017062502013087,2017062502025842,2017062502015826
2017062307461156,2017062307442523.0,2017062307455812,2017062307450825,2017062307460110,2017062307442093,2017062307455589,2017062307450473,,2017062501565621,2017062501550993,2017062501564329,2017062501554476,2017062501564600,2017062501550573,2017062501564103,2017062501554126
2017062221242264,2017062221214493.0,2017062221240890,2017062221220168,2017062221241179,2017062221214073,2017062221240362,2017062221215818,,2017062523045689,2017062523030906,2017062523044389,2017062523033568,2017062523044668,2017062523030485,2017062523044153,2017062523033220
2017062110283026,2017062110261860.0,2017062110281715,2017062110264873,2017062110282000,2017062110261443,2017062110281490,2017062110264521,,2017062522005365,2017062521573757,2017062522004065,2017062521575762,2017062522004339,2017062521573337,2017062522003837,2017062521575414
2017062110545553,2017062110532957.0,2017062110544235,2017062110534635,2017062110544520,2017062110532539,2017062110544010,2017062110534284,,2017062522310500,2017062522292618,2017062522305203,2017062522295292,2017062522305473,2017062522292196,2017062522304957,2017062522294942
2017062110413387,2017062110400375.0,2017062110412054,2017062110403106,2017062110412348,2017062110395953,2017062110411820,2017062110402756,,2017062522160151,2017062522142214,2017062522154851,2017062522144954,2017062522155123,2017062522141790,2017062522154614,2017062522144606
2017062414004429,2017062413590728.0,2017062414003084,2017062413594104,2017062414003384,2017062413590306,2017062414002859,2017062413593754,,2017063017190207,2017063017153992,2017063017184875,2017063017161226,2017063017185146,2017063017153568,2017063017184646,2017063017160873
2017062413470542,2017062413452728.0,2017062413465200,2017062413460181,2017062413465495,2017062413452282,2017062413464975,2017062413455832,,2017063016454731,2017063016434628,2017063016453393,2017063016440379,2017063016453685,2017063016434206,2017063016453167,2017063016440026
2017062502540754,2017062502521370.0,2017062502535404,2017062502530395,2017062502535701,2017062502520950,2017062502535181,2017062502530046,,2017063007215532,2017063007190759,2017063007214196,2017063007192440,2017063007214481,2017063007190337,2017063007213971,2017063007192087
2017062502540754,2017062502521370.0,2017062502535404,2017062502530395,2017062502535701,2017062502520950,2017062502535181,2017062502530046,,2017063007215532,2017063007190759,2017063007214196,2017063007192440,2017063007214481,2017063007190337,2017063007213971,2017063007192087
2017062502530434,2017062502512484.0,2017062502525093,2017062502514159,2017062502525396,2017062502512062,2017062502524867,2017062502513809,,2017063007192487,2017063007173206,2017063007191148,2017063007174885,2017063007191440,2017063007172784,2017063007190921,2017063007174532
2017062502530434,2017062502512484.0,2017062502525093,2017062502514159,2017062502525396,2017062502512062,2017062502524867,2017062502513809,,2017063007192487,2017063007173206,2017063007191148,2017063007174885,2017063007191440,2017063007172784,2017063007190921,2017063007174532
2017062502514198,2017062502491948.0,2017062502512868,2017062502494267,2017062502513157,2017062502491526,2017062502512643,2017062502493917,,2017063007174931,2017063007155234,2017063007173593,2017063007163159,2017063007173885,2017063007154817,2017063007173367,2017063007162806
2017062502514198,2017062502491948.0,2017062502512868,2017062502494267,2017062502513157,2017062502491526,2017062502512643,2017062502493917,,2017063007174931,2017063007155234,2017063007173593,2017063007163159,2017063007173885,2017063007154817,2017063007173367,2017063007162806
2017062220364759,2017062220350082.0,2017062220363418,2017062220353439,2017062220363704,2017062220345660,2017062220363184,2017062220353090,,2017062514471032,2017062514453282,2017062514465734,2017062514455656,2017062514470000,2017062514452860,2017062514465504,2017062514455306
2017062220353482,2017062220335809.0,2017062220352134,2017062220343125,2017062220352442,2017062220335378,2017062220351909,2017062220342775,,2017062514455676,2017062514442709,2017062514454368,2017062514444459,2017062514454651,2017062514442287,2017062514454128,2017062514444109
2017062220233757,2017062220220081.0,2017062220232429,2017062220223417,2017062220232718,2017062220215657,2017062220232203,2017062220223067,,2017062514300287,2017062514273801,2017062514294989,2017062514280204,2017062514295260,2017062514273378,2017062514294760,2017062514275854
2017062220223456,2017062220205814.0,2017062220222125,2017062220213131,2017062220222410,2017062220205392,2017062220221901,2017062220212781,,2017062514280229,2017062514262501,2017062514274875,2017062514264173,2017062514275201,2017062514262079,2017062514274643,2017062514263823
2017062504160931,2017062504142237.0,2017062504155600,2017062504145584,2017062504155885,2017062504141817,2017062504155364,2017062504145232,,2017062706090060,2017062706071042,2017062706084762,2017062706074778,2017062706085039,2017062706070620,2017062706084525,2017062706074426
2017062504045789,2017062504032060.0,2017062504044457,2017062504035479,2017062504044746,2017062504031639,2017062504044234,2017062504035129,,2017062705523950,2017062705510495,2017062705522650,2017062705512756,2017062705522918,2017062705510075,2017062705522420,2017062705512406
2017062501133050,2017062501114287.0,2017062501131706,2017062501121928,2017062501132004,2017062501113862,2017062501131481,2017062501121576,,2017062716570485,2017062716552862,2017062716565185,2017062716554528,2017062716565457,2017062716552442,2017062716564948,2017062716554178
2017062501101417,2017062501083779.0,2017062501100090,2017062501085460,2017062501100379,2017062501083359,2017062501095865,2017062501085109,,2017062716524537,2017062716504257,2017062716523234,2017062716510228,2017062716523507,2017062716503837,2017062716523007,2017062716505878
2017062614595553,2017062614554176.0,2017062614594220,2017062614561734,2017062614594492,2017062614553756,2017062614593864,2017062614561382,,2017062809411460,2017062809393095,2017062809410151,2017062809400100,2017062809410428,2017062809392673,2017062809405923,2017062809395748
2017062614561764,2017062614544940.0,2017062614560443,2017062614550700,2017062614560732,2017062614544520,2017062614560217,2017062614550348,,2017062809400118,2017062809381184,2017062809394820,2017062809384926,2017062809395095,2017062809380760,2017062809394593,2017062809384576
2017062614550746,2017062614530956.0,2017062614545409,2017062614533681,2017062614545690,2017062614530526,2017062614545182,2017062614533329,,2017062809384948,2017062809371204,2017062809383646,2017062809372948,2017062809383920,2017062809370784,2017062809383418,2017062809372598
2017062614402479,2017062614373590.0,2017062614401148,2017062614375259,2017062614401431,2017062614373170,2017062614400923,2017062614374907,,2017062809240045,2017062809222065,2017062809234735,2017062809224843,2017062809235018,2017062809221643,2017062809234501,2017062809224493
2017062503433776,2017062503414028.0,2017062503432445,2017062503421465,2017062503432734,2017062503413603,2017062503432220,2017062503421115,,2017062612090565,2017062612065759,2017062612085260,2017062612071443,2017062612085537,2017062612065340,2017062612084904,2017062612071095
2017062503421506,2017062503403765.0,2017062503420168,2017062503411179,2017062503420464,2017062503403334,2017062503415942,2017062503410829,,2017062612071464,2017062612053687,2017062612070162,2017062612060045,2017062612070440,2017062612053267,2017062612065931,2017062612055695
2017062503411217,2017062503393465.0,2017062503405889,2017062503400896,2017062503410178,2017062503393043,2017062503405664,2017062503400545,,2017062612060064,2017062612042489,2017062612054767,2017062612044156,2017062612055037,2017062612042068,2017062612054539,2017062612043806
2017062219102264,2017062219080681.0,2017062219100921,2017062219091942,2017062219101223,2017062219080260,2017062219100696,2017062219091590,,2017062610564478,2017062610541742,2017062610563179,2017062610545059,2017062610563454,2017062610541321,2017062610562953,2017062610544709
2017062219091981,2017062219064846.0,2017062219090651,2017062219070395,2017062219090921,2017062219064425,2017062219090417,2017062219070043,,2017062610545082,2017062610530918,2017062610543779,2017062610532890,2017062610544051,2017062610530493,2017062610543545,2017062610532540
2017062219371735,2017062219353025.0,2017062219370365,2017062219360381,2017062219370701,2017062219352593,2017062219370140,2017062219360032,,2017062611313940,2017062611291218,2017062611312635,2017062611293396,2017062611312910,2017062611290796,2017062611312281,2017062611293046
2017062219360425,2017062219342626.0,2017062219355081,2017062219350075,2017062219355381,2017062219342206,2017062219354856,2017062219345725,,2017062611293409,2017062611275206,2017062611292118,2017062611282251,2017062611292392,2017062611274784,2017062611291881,2017062611281900
2017062219235628,2017062219221012.0,2017062219234287,2017062219224467,2017062219234582,2017062219220592,2017062219234062,2017062219224117,,2017062611153726,2017062611135107,2017062611152429,2017062611141762,2017062611152701,2017062611134685,2017062611152193,2017062611141412
2017062219224507,2017062219210817.0,2017062219223171,2017062219214179,2017062219223460,2017062219210395,2017062219222946,2017062219213831,,2017062611141782,2017062611123968,2017062611140484,2017062611130625,2017062611140756,2017062611123548,2017062611140257,2017062611130275
2017062505161709,2017062505144714.0,2017062505160375,2017062505150385,2017062505160668,2017062505144289,2017062505160140,2017062505150037,,2017062621441993,2017062621424154,2017062621440695,2017062621425904,2017062621440973,2017062621423734,2017062621440468,2017062621425554
2017062505150421,2017062505133704.0,2017062505145096,2017062505135382,2017062505145379,2017062505133282,2017062505144870,2017062505135032,,2017062621425921,2017062621403546,2017062621424623,2017062621410093,2017062621424898,2017062621403126,2017062621424395,2017062621405742
2017062505135426,2017062505122742.0,2017062505134092,2017062505124415,2017062505134376,2017062505122320,2017062505133867,2017062505124065,,2017062621410112,2017062621391656,2017062621404815,2017062621394185,2017062621405090,2017062621391232,2017062621404587,2017062621393834
